Default max. CPC,Campaign,Ad group,Labels,Target ROAS,Target CPA,Customer ID,Campaign ID,Ad group ID,Clicks,Impressions,Cost,CTR,Avg. CPC,Avg. position,Impr. (Top) %,Impr. (Abs. Top) %,Conversions,All conv.,All conv. value,All conv. rate,Total conv. value,View-through conv.,Conv. rate,Value / conv.,Value / all conv.,Cost / all conv.,Cost / conv.,Click Assisted Conv.,Impr. Assisted Conv.,Search Exact match IS,Search Impr. share,Search Lost IS (rank),Content Impr. share,Search abs. top IS,Search top IS,Search lost top IS (rank),Search lost abs. top IS (rank)
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #8461f9ee-7e8f-4c01-a228-431e2757b1b6, --, --, --,7555559366,2030792152,71083526319,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #0b902336-947e-4414-8f16-7516bbace4c0, --, --, --,7555559366,2030792152,71083533039,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #a49a879f-d620-4664-b9ef-862e2fda72f6, --, --, --,7555559366,2030792152,71083533319,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #3fa7fb00-d7a0-4887-b471-7a2ac2ddde1e, --, --, --,7555559366,2030792152,71083533359,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #827cf6f1-cb03-472d-8d6e-27fb78ba9e29, --, --, --,7555559366,2030792152,71083567679,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 20000000,Sales-Search-1,Ad group 1, --, --, --,7555559366,2030792152,71420163106,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 20000000,Sales-Search-1,Earth to Mars Cruises #a7c7705b-b899-40a7-9f74-09dfefb23cb0, --, --, --,7555559366,2030792152,71509815563,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 20000000,Sales-Search-1,Earth to Venus Cruises #9f7f4eb8-7e9f-4543-b70f-8a5123bd44a3, --, --, --,7555559366,2030792152,71509815723,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #43e3dbbc-8b39-4288-9196-737725cef5da, --, --, --,7555559366,2030792152,71513601825,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #1a584086-dc27-44ca-83be-55d7ef3474dc, --, --, --,7555559366,2030792152,71577880746,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #cdb6c00c-6659-4e9c-80bc-9d6f89a0086c, --, --, --,7555559366,2030792152,71577880786,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #6dda8ce5-485b-484a-a6cc-07a25ea8ece6, --, --, --,7555559366,2030792152,71674803763,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #9ebde0de-be32-431a-aa60-46c93e1420b7, --, --, --,7555559366,2030792152,71674803803,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #44f3ee28-e25e-44c6-a0ce-031727b27c48, --, --, --,7555559366,2030792152,71944848917,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #1232e723-a38a-4b86-a0fc-4daf0c92445c, --, --, --,7555559366,2030792152,71944928797,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #1f43d58e-a135-4fed-9fd7-c9ec8874c47b, --, --, --,7555559366,2030792152,72381060699,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #8041aa33-0690-4991-8e17-1f79490f3239, --, --, --,7555559366,2030792152,72381062299,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #a4a9f53d-8cc4-432f-ba80-45f57c5cd7c9, --, --, --,7555559366,2030792152,72381064059,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #3a9d857c-6ea7-4104-b04c-7bf88fcc64ff, --, --, --,7555559366,2030792152,72381064219,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #e203a1ab-291e-4235-bcc5-836c1bd5c125, --, --, --,7555559366,2030792152,72381068619,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #cf98dce9-f2a6-4e86-bdac-a345fca1d250, --, --, --,7555559366,2030792152,72381111339,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #38911881-3fef-4d94-9064-09595b122a7a, --, --, --,7555559366,2030792152,74675608751,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #c9605b11-a330-4bbf-9913-407c89d97f52, --, --, --,7555559366,2030792152,74675808711,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #bfc271f4-0027-434a-8f43-27a548d487f1, --, --, --,7555559366,2030792152,74675809151,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #8f19f5bb-688b-4426-af68-6e0913ee2888, --, --, --,7555559366,2030792152,74700851209,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #f9dc1805-980b-4074-8bc7-73ed14e8e103, --, --, --,7555559366,2030792152,75635244647,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #7babd0f4-5b9e-467d-9d57-49f3d1dfc28f, --, --, --,7555559366,2030792152,75635244687,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #3dffe7f8-e437-473a-85c3-318591000bd3, --, --, --,7555559366,2030792152,75635286607,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #db0f54e6-5c39-4b74-8c7b-a331b93cc33b, --, --, --,7555559366,2030792152,75635414527,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #fa114167-6058-43b9-859c-1cf02619639f, --, --, --,7555559366,2030792152,75635414567,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #5d4144cf-e028-42dd-ab88-622701957d26, --, --, --,7555559366,2030792152,75635475327,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #50218127-17dc-4c31-a53b-75bf88ed4455, --, --, --,7555559366,2030792152,75635480047,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #fccb1f83-c50d-4b43-bb16-8450556f82ef, --, --, --,7555559366,2030792152,75635502847,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #812394a4-dd04-4847-b456-00e3addb3dec, --, --, --,7555559366,2030792152,75635504287,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #b15294df-331c-4985-bd04-bb1ff4c6ec94, --, --, --,7555559366,2030792152,75635504327,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #5661d1f7-d061-45db-92d2-3a8a9438f386, --, --, --,7555559366,2030792152,75931147390,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #fe692608-d497-4b93-8c15-92f81063d9d1, --, --, --,7555559366,2030792152,75931147670,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #7c93689c-0aea-4d28-9805-9b6d17824f44, --, --, --,7555559366,2030792152,75931147830,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #9ba0bda6-8257-427e-99e8-2960905b1553, --, --, --,7555559366,2030792152,78840968304,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #145a5632-c574-48f5-b963-961980724461, --, --, --,7555559366,2030792152,78840968344,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #003993a3-862c-4255-8682-35fe3aa84d8e, --, --, --,7555559366,2030792152,78995537991,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Samad camaign #8533b502-2325-4f96-aaed-f4b37c917525, --, --, --,7555559366,2030792152,79060167987,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #a0b02828-1127-48cf-a960-80e3f5d486d3, --, --, --,7555559366,2030792152,79060168027,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #a697a98d-d2f9-4a7f-8a60-d7f382986286, --, --, --,7555559366,2030792152,80440476468,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #03e554e0-546d-4887-8879-3808852dab7f, --, --, --,7555559366,2030792152,80440476628,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #21e8036c-d007-476b-8e7e-f4e833ada53c, --, --, --,7555559366,2030792152,80440563548,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #52d785db-da2d-4985-9e74-a94753f866e0, --, --, --,7555559366,2030792152,80440741108,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #c4181fbc-89d7-458b-861b-9bef4fc83184, --, --, --,7555559366,2030792152,80440876988,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #9edefcdf-f445-4714-bc16-c3b08cf4f094, --, --, --,7555559366,2030792152,80440877028,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #393a2eb2-9a61-40ed-8c8b-3eaf1e189e55, --, --, --,7555559366,2030792152,80440882988,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #4b986266-d540-42bf-bd81-af750c9da617, --, --, --,7555559366,2030792152,80440884468,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #f366ce3f-450d-4bbb-aa1d-9fded67d197f, --, --, --,7555559366,2030792152,80440889268,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #223d6961-c73e-400e-94a6-7d9821c34401, --, --, --,7555559366,2030792152,80440889428,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #b23047ad-afb3-4519-88d2-8af3452b9a3b, --, --, --,7555559366,2030792152,80440890668,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #e693007a-7c4b-4c7d-95ae-2d0e8fe7036d, --, --, --,7555559366,2030792152,80440890708,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Mars Cruises #23f44406-951b-42c5-8e21-7106f548e7af, --, --, --,7555559366,2030792152,80440895228,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #bd3326d5-e8bd-45d1-b0cb-0bb37d55504d, --, --, --,7555559366,2030792152,80440895268,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #8fa6c822-858e-46a0-a382-2a9374f657a9, --, --, --,7555559366,2030792152,80440916068,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
1500000000,1234-abc,usman-acb123, --, --, --,7555559366,2038882742,67501623250,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,SAMAD-CAMPAIGN-FROM-SITE,Ad group 1, --, --, --,7555559366,2064937913,81921319648,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,SAMADAPPFROMSITE------1,Ad group 1, --, --, --,7555559366,2064940451,77811318458,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 5000000,XYZ,Ad group 1, --, --, --,7555559366,2030405009,77474079011,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
1000000,my1,mygroup999_1, --, --, --,7555559366,2066261994,71592511370,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
1000000,my1,samadgroup, --, --, --,7555559366,2066261994,75822879265,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
12000000,my1,usmanadgroup, --, --, --,7555559366,2066261994,78216873484,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,testinghere,Ad group 1 testinghere, --, --, --,7555559366,2070612363,76093287803,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
1000000,Usman,Usman-123, --, --, --,7555559366,2040034746,72864201515,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
1000000,XYZ Test,XYZ Test- Group, --, --, --,7555559366,2041050452,72454092856,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
1000000,my2,mygroup999, --, --, --,7555559366,2066331079,76599524136,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
1000000,my2,hello, --, --, --,7555559366,2066331079,81962827171,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #f0b1422c-ec4a-4c45-b98c-ff5a7a5275c8, --, --, --,7555559366,2030792152,70054921377,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
auto: 1000000,Sales-Search-1,Earth to Venus Cruises #4d9716bd-29b6-495b-b621-b03c6a740621, --, --, --,7555559366,2030792152,70699091023,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0,0, --, --, --, --, --,0.00,0.00,0.00
