Campaign ID,Campaign,Labels,Label IDs,Customer ID,Bid Strategy Type,Advertising Channel,Clicks,Impressions,Cost,CTR,Avg. CPC,Avg. position,Impr. (Top) %,Impr. (Abs. Top) %,Conversions,All conv.,All conv. value,All conv. rate,Total conv. value,View-through conv.,Conv. rate,Value / conv.,Value / all conv.,Cost / all conv.,Cost / conv.,Target ROAS (Maximize Conversion Value),Click Assisted Conv.,Impr. Assisted Conv.,Search Exact match IS,Search Impr. share,Search Lost IS (rank),Search Lost IS (budget),Content Lost IS (budget),Content Lost IS (rank),Content Impr. share,Search abs. top IS,Click share,Search top IS,Search lost top IS (rank),Search lost abs. top IS (rank)
2065651619,usman2, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2065846721,aa, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2066254734,MYNEWCAMPAIGN, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2066261994,my1, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2066331079,my2, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2070986388,FINAL REPORT, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2082482540,LATEST_CAMPAIGN, --, --,7555559366,Maximize clicks,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
6454136320,topic11, --, --,7555559366,cpc,Display,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
6454141381,topic2, --, --,7555559366,cpc,Display,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
6454212146,topic1,"[""samad"",""Usamaaaaaaaaqan"",""Usamaaaaaaaaaqan"",""Usamaaaasaaaaaaqan""]","[4077332280,4078173369,4079163961,4079559827]",7555559366,cpc,Display,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
6464667594,Website traffic-Search-32, --, --,7555559366,Maximize clicks,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
6486680150,Sales-Search-33, --, --,7555559366,Maximize clicks,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2030405009,XYZ, --, --,7555559366,Maximize clicks,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2030499767,Interplanetary Cruise banner #8d92887b-2d28-439d-8184-d08b205bcfb5, --, --,7555559366,cpc,Display,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2030792152,Sales-Search-1, --, --,7555559366,Maximize clicks,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2034602041,Interplanetary Cruise #cbc7b77d-145d-4e25-a137-ec373cfcd433, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2038882742,1234-abc, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2040034746,Usman, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2041050452,XYZ Test, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2042151503,Blah Blah, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2042723944,Test-1, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2062352846,Interplanetary Cruise banner #3663f77c-2a00-42d5-9de0-3497563d2ec0, --, --,7555559366,cpc,Display,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2064937913,SAMAD-CAMPAIGN-FROM-SITE, --, --,7555559366,Maximize clicks,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2064940451,SAMADAPPFROMSITE------1, --, --,7555559366,Maximize clicks,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2065423120,CREATIVE CAMP1, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2065475919,CREATIVE CAMP3, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2065774541,Testing 123, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2065849814,ww, --, --,7555559366,cpc,Display,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2065982342,pp, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2066203194,usman1, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2070612363,testinghere, --, --,7555559366,Maximize clicks,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
2075007511,ukhano campaign, --, --,7555559366,cpc,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
6502974904,Sales-Search-34, --, --,7555559366,Maximize clicks,Search,0,0,0,0.00%,0,0.0,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,0,0.00%,0.00,0.00,0,0,0.00,0,0, --, --, --, --, --, --, --, --, --,0.00,0.00,0.00
